kind	source_file	path	original_sl	corrected_sl	notes
json	data/glosar.json	kategorije.1.pojmi.1.v_praksi	Tudi izdelek z LED lučko ali baterijo lahko padete v EPR za EE-opremo, ne le 'klasične' aparati.	Tudi izdelek z LED lučko ali baterijo lahko pade v EPR za EE-opremo, ne le 'klasični' aparati.	slovnica: osebek 'izdelek' je ednina → 'pade'; ujemanje → 'klasični aparati'
json	data/glosar.json	kategorije.1.pojmi.2.izraz	Baterije in akumulatorji		
json	data/glosar.json	kategorije.1.pojmi.3.izraz	Sekundarna surovina		
json	data/glosar.json	kategorije.1.pojmi.3.v_praksi	Interzero kupuje in prodaja sekundarne surovine — tudi prodajni argument za proizvajalce, ki želijo dokazati krožno gospodarstvo.		
json	data/glosar.json	kategorije.1.pojmi.4.razlaga	Reciklirana surovina, vgrajena v nov izdelek. EU Uredba PPWR določa minimalne deleže recyclata v embalaži.		
json	data/glosar.json	kategorije.1.pojmi.4.v_praksi	Kupci od dobaviteljev vedno bolj zahtevajo dokazila o vsebnosti recyclata.		
json	data/glosar.json	kategorije.1.pojmi.5.izraz	Made for Recycling		
json	data/glosar.json	kategorije.1.pojmi.5.v_praksi	Velike trgovske verige in B2B kupci ga vse pogosteje zahtevajo. Dober vstop pri stranki s pomembnimi kupci.		
json	data/glosar.json	kategorije.2.naziv	Regulativa in poročanje		
json	data/glosar.json	kategorije.2.pojmi.0.razlaga	Agencija Republike Slovenije za okolje. Vodi registre EPR zavezancev, sprejema letna poročila, izvaja nadzor.		
json	data/glosar.json	kategorije.2.pojmi.0.v_praksi	Stranke kot zavezanci poročajo prek ARSO portala. Ker je portal kompleksen, je to del naše storitve.		
json	data/glosar.json	kategorije.2.pojmi.2.izraz	Uredba o embalaži		
json	data/glosar.json	kategorije.2.pojmi.2.razlaga	Slovenski podzakonski akt, ki ureja EPR za embalažo. Vsebuje prag obvezne vključitve, stopnje recikliranja, način poročanja.		
json	data/glosar.json	kategorije.2.pojmi.2.v_praksi	Pred razlago stranki preveri zadnjo verzijo — uredbe se posodabljajo.		
json	data/glosar.json	kategorije.2.pojmi.3.izraz	Letno poročilo		
json	data/glosar.json	kategorije.2.pojmi.3.razlaga	Obvezno poročilo, ki ga zavezanci oddajo do 31. marca za prejšnje leto. Vsebuje količine danih izdelkov in dosežene stopnje recikliranja.		
json	data/glosar.json	kategorije.2.pojmi.3.v_praksi	Kdor zamudi rok, je v prekršku — kazni so resne. Avtomatski opomnik je ena od vrednosti Interzero.		
json	data/glosar.json	kategorije.2.pojmi.4.v_praksi	To je velika tema za naslednja leta. Stranke z embalažo morajo začeti razmišljati zdaj.		
json	data/glosar.json	kategorije.2.pojmi.5.razlaga	Corporate Sustainability Reporting Directive — EU direktiva o trajnostnem poročanju podjetij. Postopno se uvaja za velika in srednja podjetja.		
json	data/glosar.json	kategorije.2.pojmi.5.v_praksi	Tudi mala podjetja so prizadeta posredno — ker njihovi B2B kupci morajo poročati.		
json	data/glosar.json	kategorije.2.pojmi.6.razlaga	Ecodesign for Sustainable Products Regulation — EU uredba o trajnostnem oblikovanju izdelkov. Zahteva, da so izdelki načrtovani z mislijo na celoten življenjski cikel.		
json	data/glosar.json	kategorije.2.pojmi.6.v_praksi	Dolgoročno bo vplivala na način, kako se izdelki načrtujejo in pakirajo.		
json	data/glosar.json	kategorije.2.pojmi.7.izraz	Digital Product Passport		
json	data/glosar.json	kategorije.2.pojmi.7.razlaga	Digitalna izkaznica izdelka z informacijami o materialih, sledljivosti, recikliranju. Najprej za baterije, potem za druge kategorije.		
json	data/glosar.json	kategorije.2.pojmi.7.v_praksi	Postopno se uvaja. Pomeni nove zahteve za podatke, ki jih morajo proizvajalci zbirati.		
json	data/glosar.json	kategorije.3.naziv	ESG in trajnost		
json	data/glosar.json	kategorije.3.pojmi.0.razlaga	Environmental, Social, Governance. Okvir za ocenjevanje, kako podjetje upravlja s vplivom na okolje, družbeno odgovornostjo in vodenjem.		
json	data/glosar.json	kategorije.3.pojmi.0.v_praksi	Banke in veliki B2B kupci uporabljajo ESG ocene pri odločanju o partnerjih.		
json	data/glosar.json	kategorije.3.pojmi.1.izraz	Scope 1 / 2 / 3		
json	data/glosar.json	kategorije.3.pojmi.1.v_praksi	Ravnanje z odpadki spada pod Scope 3 — Interzero lahko prispeva k zmanjšanju.		
json	data/glosar.json	kategorije.3.pojmi.2.razlaga	Mednarodna platforma za ocenjevanje trajnostnih praks dobaviteljev. Mnogi veliki kupci to zahtevajo.		
json	data/glosar.json	kategorije.3.pojmi.2.v_praksi	Interzero lahko pomaga pri pripravi odgovorov za EcoVadis vprašalnik.		
json	data/glosar.json	kategorije.3.pojmi.3.razlaga	Vprašalnik o trajnosti, ki ga kupec pošlje dobavitelju. Pogosto vsebuje vprašanja o EPR, ravnanju z odpadki, embalaži.		
json	data/glosar.json	kategorije.3.pojmi.3.v_praksi	Ko stranka pove, da je dobila SAQ — to je TVOJA priložnost. Vstopi z 'pomagamo vam odgovoriti'.		
json	data/glosar.json	kategorije.3.pojmi.4.izraz	Krožno gospodarstvo		
json	data/glosar.json	kategorije.3.pojmi.4.v_praksi	EU pravi okvir vse bolj sili podjetja v krožne modele. Interzero pomaga pri prehodu.		
json	data/govori.json	_opis	Govori in skripte po scenariju. Vsak govor je samostojen blok, ki ga lahko prodajalec kopira in prilagodi.		
json	data/govori.json	scenariji.0.govori.0.naslov	Standardni uvod		
json	data/govori.json	scenariji.0.govori.1.naslov	Če reče: 'To že imamo urejeno'		
json	data/govori.json	scenariji.0.govori.1.tekst	Razumem, večina podjetij ima nekaj urejenega. Mene zanima samo eno vprašanje: če vas jutri pokliče inšpektor in vpraša za zadnje poročilo o embalaži in odpadkih, kdo bi mu lahko v 24 urah dal vse, kar potrebuje? Če imate to brez težav, super. Če pa je odgovor 'odvisno, koga ujamem v pisarni', mislim, da bi 20-minutni pogovor lahko bil koristen.		
json	data/govori.json	scenariji.0.govori.2.naslov	Če reče: 'Pošljite mi gradivo'		
json	data/govori.json	scenariji.0.govori.2.tekst	Lahko, ampak iskreno: splošno gradivo vam ne bo veliko povedalo, ker je vsako podjetje drugačno glede na embalažo, lokacije in obveznosti. Lažje vam je, če 15 minut pogledava skupaj, kaj velja za vas konkretno. Potem vam pošljem samo tisto, kar je za vas relevantno. Kdaj v naslednjih dveh tednih bi imeli 15 minut?		
json	data/govori.json	scenariji.0.namen	Dobiti 20-minutni sestanek, ne prodati storitve po telefonu.		
json	data/govori.json	scenariji.0.naziv	Hladen klic / prvi telefonski stik		
json	data/govori.json	scenariji.0.trajanje	60–90 sekund		
json	data/govori.json	scenariji.1.govori.0.tekst	Hvala za čas. Predlagam, da delava takole: jaz vam v dveh minutah razložim, kdo smo in s kakšnimi podjetji delamo, potem pa bi rad razumel vašo situacijo — kaj imate trenutno urejeno, kje vas zatika in kaj bi želeli izboljšati. Na koncu se bova dogovorila, ali je smiselno iti naprej, in če ja, kako. Vam to ustreza?		
json	data/govori.json	scenariji.1.govori.1.tekst	Interzero je del evropske skupine za okoljske storitve. V Sloveniji urejamo EPR obveznosti, ravnanje z odpadki, embalažo, sekundarne surovine, poročanje in svetovanje — torej celoten krog od trenutka, ko izdelek pristane na trgu, do trenutka, ko se materiali vrnejo v gospodarstvo. V regiji delujemo v Sloveniji, na Hrvaškem in v Srbiji, kar je pomembno za stranke, ki prodajajo na več trgih.		
json	data/govori.json	scenariji.1.govori.2.naslov	Prehod v discovery		
json	data/govori.json	scenariji.1.govori.2.tekst	Da bi vam lahko jaz danes res nekaj koristnega povedal, bi rad najprej razumel, kako vi to danes urejate. Predlagam, da gremo skozi nekaj kratkih vprašanj — ne tehničnih, bolj poslovnih. Nato vam povem, kaj bi pri vašem primeru imelo smisel.		
json	data/govori.json	scenariji.1.govori.3.naslov	Po discoveryju, prehod v predstavitev		
json	data/govori.json	scenariji.1.govori.4.naslov	Zaključek in naslednji korak		
json	data/govori.json	scenariji.1.namen	Razumeti kontekst, vzpostaviti zaupanje, dogovoriti naslednji korak.		
json	data/govori.json	scenariji.1.naziv	Prvi sestanek pri stranki		
json	data/govori.json	scenariji.1.trajanje	45–60 minut, struktura: 5 + 25 + 10 + 10		
json	data/govori.json	scenariji.2.govori.0.naslov	Splošni okvir		
json	data/govori.json	scenariji.2.govori.0.tekst	Tipično pri stranki vašega profila imamo tri sklope storitev, ki delujejo skupaj. Prvi je urejanje EPR obveznosti — torej da kot proizvajalec ali uvoznik izpolnite zakonske zahteve glede embalaže, EE-opreme ali baterij. Drugi je operativno ravnanje z odpadki na lokaciji — odvozi, ločevanje, dokumentacija. Tretji je poročanje in podpora — letna poročila, ESG vprašalniki, podpora pri inšpekcijah in spremembah zakonodaje. Kateri od teh sklopov je za vas trenutno najbolj boleč?		
json	data/govori.json	scenariji.2.govori.1.tekst	Pri večini podjetij se ravnanje z odpadki, embalaža, poročanje in zakonodajne obveznosti razvijajo po delih. Nekaj ureja operativa, nekaj računovodstvo, nekaj HSE, nekaj zunanji izvajalci. Težava nastane, ko se spremeni zakonodaja, ko se odpre nova lokacija ali ko vodstvo vpraša, koliko nas to dejansko stane in kje imamo tveganja. Naš pristop je, da najprej pregledamo trenutno stanje, potem pa uredimo model, ki je pravilen za lokalni trg in dovolj pregleden za vodstvo. Cilj ni prodati čim več posameznih storitev, ampak postaviti rešitev, ki podjetju zmanjša delo, tveganje in nepotrebne stroške.		
json	data/govori.json	scenariji.2.namen	Povezati bolečine z Interzero rešitvijo, ne predstaviti kataloga.		
json	data/govori.json	scenariji.2.naziv	Predstavitev rešitve		
json	data/govori.json	scenariji.2.trajanje	10–20 minut		
json	data/govori.json	scenariji.3.govori.0.naslov	Po prvem sestanku		
json	data/govori.json	scenariji.3.govori.1.naslov	Po poslani ponudbi		
json	data/govori.json	scenariji.3.namen	Vzdrževati moment in dokumentirati dogovore.		
json	data/govori.json	scenariji.3.naziv	Follow-up emaili		
i18n	data/i18n.json	common.beri_prikazane	🔊 Beri prikazane		
i18n	data/i18n.json	common.beri_scenarij	🔊 Beri ves scenarij		
i18n	data/i18n.json	common.copy_error	Kopiranje ni uspelo. Označi tekst ročno.		
i18n	data/i18n.json	common.daljsi_odgovor	Daljši odgovor in opomba		
i18n	data/i18n.json	common.izbrisi	Izbriši		
i18n	data/i18n.json	common.kopirano	✓ Kopirano		
i18n	data/i18n.json	common.nalagam	Nalagam…		
i18n	data/i18n.json	common.nalaganje_error	Ne morem naložiti podatkov. Aplikacijo poženi prek lokalnega strežnika.		
i18n	data/i18n.json	common.ni_podatkov	Ni podatkov.		
i18n	data/i18n.json	common.opomba_prodajalcu	Opomba prodajalcu:		
i18n	data/i18n.json	common.poslji	Pošlji		
i18n	data/i18n.json	common.vse_kategorije	Vse kategorije		
i18n	data/i18n.json	editor.export	Izvozi popravke		
i18n	data/i18n.json	editor.no_source	Tega besedila ne morem povezati z izvirnikom.		
i18n	data/i18n.json	editor.title	Popravek besedila		
i18n	data/i18n.json	editor.toggle	Uredi tekst		
i18n	data/i18n.json	nav.group.content	Vsebina in trening		
i18n	data/i18n.json	nav.group.operations	Operativa in vodenje		
i18n	data/i18n.json	nav.group.sales	Prodaja in CRM		
i18n	data/i18n.json	nav.vodic	Vodič		
i18n	data/i18n.json	nav.vsebine	LI vsebine		
i18n	data/i18n.json	page.asistent.title	AI asistent		
i18n	data/i18n.json	page.dashboard.subtitle	Pregled aktivnega pipeline-a iz Strank. Podatki iz tvojega brskalnika v živo.		
i18n	data/i18n.json	page.dashboard.title	Dashboard za vodjo		
i18n	data/i18n.json	page.glosar.title	Glosar EPR pojmov		
i18n	data/i18n.json	page.govori.subtitle	Pripravljeni bloki za hladne klice, prvi sestanek, predstavitev rešitve in follow-up. Klikni "Kopiraj" za vstavitev v email ali "Beri" za poslušanje.		
i18n	data/i18n.json	page.govori.title	Govori in skripte		
i18n	data/i18n.json	page.index.hitri	Hitri začetek		
i18n	data/i18n.json	page.index.subtitle	Hitra priprava na sestanke, govori, ugovori, kalkulacije in zakonodaja. Namenjeno terenskim komercialistom, novim komercialistom in vodji prodaje.		
i18n	data/i18n.json	page.index.title	Prodajno orodje — Interzero EPR		
i18n	data/i18n.json	page.koledar.title	Koledar EPR datumov		
i18n	data/i18n.json	page.konkurenca.title	Battlecard za konkurenco		
i18n	data/i18n.json	page.kpi.title	KPI in vodenje ekipe		
i18n	data/i18n.json	page.obrazec.title	Discovery obrazec za sestanek		
i18n	data/i18n.json	page.onboarding.title	Onboarding 30/60/90		
i18n	data/i18n.json	page.ponudba.title	Predloga ponudbe		
i18n	data/i18n.json	page.priprava.title	Priprava na sestanek		
i18n	data/i18n.json	page.proces.title	Prodajni proces — 10 faz		
i18n	data/i18n.json	page.reference.title	Reference / Case studies		
i18n	data/i18n.json	page.roleplay.title	Roleplay vaja		
i18n	data/i18n.json	page.segmentacija.title	Segmentacija strank		
i18n	data/i18n.json	page.settings.subtitle	Lokalni admin za profile, vidne zavihke in popravke besedil po trgih.		
i18n	data/i18n.json	page.stranke.subtitle	Aktivne priložnosti — kdo, kje je v procesu, naslednji korak. Lokalno v tem brskalniku.		
i18n	data/i18n.json	page.stranke.title	Stranke v mojem pipelinu		
i18n	data/i18n.json	page.ugovori.subtitle	Iskaj po ključni besedi ali filtriraj po kategoriji. Vsak ugovor ima kratek odgovor za na sestanku in daljši za pripravo.		
i18n	data/i18n.json	page.ugovori.title	Ugovori in odgovori		
i18n	data/i18n.json	page.vodic.title	Vodič po prodajnem razgovoru		
i18n	data/i18n.json	page.vsebine.title	Koledar vsebin		
i18n	data/i18n.json	page.zgodovina.title	Moja zgodovina		
i18n	data/i18n.json	ph.iskaj	Iskaj…		
i18n	data/i18n.json	ph.iskaj_stranke	podjetje, kontakt…		
i18n	data/i18n.json	ph.ugovori	npr. cena, ESG, lokalni…		
i18n	data/i18n.json	settings.active_hint	Preklop profila spremeni privzeti jezik in vidne zavihke.		
i18n	data/i18n.json	settings.active_profile	Aktivni profil		
i18n	data/i18n.json	settings.add_profile	+ Nov profil		
i18n	data/i18n.json	settings.admin_sql_hint	V Supabase SQL Editorju za ta email za?eni ta ukaz:	V Supabase SQL Editorju za ta email zaženi ta ukaz:	kodiranje: 'za?eni' → 'zaženi'
i18n	data/i18n.json	settings.can_edit	Ureja tekst		
i18n	data/i18n.json	settings.cloud_notice	Profili so shranjeni v Supabase in veljajo za vse uporabnike po prijavi.		
